,raceId,year,round,circuitId,name,date,time_x,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,driverId,stop,lap,time_y,duration,milliseconds_x,driverRef,code,forename,surname,dob,nationality,resultId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds_y,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,stop_total
10,1125,2024,5,17,Chinese Grand Prix,2024-04-21,07:00:00,2024-04-19,03:30:00,2024-04-19,07:30:00,\N,\N,2024-04-20,07:00:00,2024-04-20,03:00:00,4,3,43,16:23:18,23.179,23179,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,26371,117,14,3,7,7,7,7.0,56,+43.414,6095968,45,1,1:37.810,200.629,1,3
11,1126,2024,6,79,Miami Grand Prix,2024-05-05,20:00:00,2024-05-03,16:30:00,2024-05-03,20:30:00,\N,\N,2024-05-04,20:00:00,2024-05-04,16:00:00,4,1,22,16:38:11,22.374,22374,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,26393,117,14,15,9,9,9,2.0,57,+37.107,5486983,55,11,1:31.727,212.404,1,1
12,1127,2024,7,21,Emilia Romagna Grand Prix,2024-05-19,13:00:00,2024-05-17,11:30:00,2024-05-17,15:00:00,2024-05-18,10:30:00,2024-05-18,14:00:00,\N,\N,4,1,7,15:13:08,31.368,31368,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,26423,117,14,20,19,19,19,0.0,62,\N,\N,62,2,1:19.004,223.689,11,3
13,1127,2024,7,21,Emilia Romagna Grand Prix,2024-05-19,13:00:00,2024-05-17,11:30:00,2024-05-17,15:00:00,2024-05-18,10:30:00,2024-05-18,14:00:00,\N,\N,4,2,40,15:59:03,30.483,30483,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,26423,117,14,20,19,19,19,0.0,62,\N,\N,62,2,1:19.004,223.689,11,3
14,1127,2024,7,21,Emilia Romagna Grand Prix,2024-05-19,13:00:00,2024-05-17,11:30:00,2024-05-17,15:00:00,2024-05-18,10:30:00,2024-05-18,14:00:00,\N,\N,4,3,59,16:25:23,29.931,29931,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,26423,117,14,20,19,19,19,0.0,62,\N,\N,62,2,1:19.004,223.689,11,3
15,1128,2024,8,6,Monaco Grand Prix,2024-05-26,13:00:00,2024-05-24,11:30:00,2024-05-24,15:00:00,2024-05-25,10:30:00,2024-05-25,14:00:00,\N,\N,4,1,1,15:05:15,39:49.467,2389467,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,26435,117,14,14,11,11,11,0.0,76,\N,\N,\N,0,\N,\N,12,1
16,1129,2024,9,7,Canadian Grand Prix,2024-06-09,18:00:00,2024-06-07,17:30:00,2024-06-07,21:00:00,2024-06-08,16:30:00,2024-06-08,20:00:00,\N,\N,4,1,25,14:41:12,25.788,25788,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,26450,117,14,6,6,6,6,8.0,70,+17.510,6365437,70,6,1:16.303,205.753,1,2
17,1129,2024,9,7,Canadian Grand Prix,2024-06-09,18:00:00,2024-06-07,17:30:00,2024-06-07,21:00:00,2024-06-08,16:30:00,2024-06-08,20:00:00,\N,\N,4,2,44,15:11:23,24.346,24346,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,26450,117,14,6,6,6,6,8.0,70,+17.510,6365437,70,6,1:16.303,205.753,1,2
18,1121,2024,1,3,Bahrain Grand Prix,2024-03-02,15:00:00,2024-02-29,11:30:00,2024-02-29,15:00:00,2024-03-01,12:30:00,2024-03-01,16:00:00,\N,\N,1,1,12,18:23:26,25.087,25087,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26292,131,44,9,7,7,7,6.0,57,+50.324,5555066,39,7,1:34.722,205.688,1,2
19,1121,2024,1,3,Bahrain Grand Prix,2024-03-02,15:00:00,2024-02-29,11:30:00,2024-02-29,15:00:00,2024-03-01,12:30:00,2024-03-01,16:00:00,\N,\N,1,2,33,18:57:45,24.094,24094,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26292,131,44,9,7,7,7,6.0,57,+50.324,5555066,39,7,1:34.722,205.688,1,2
20,1122,2024,2,77,Saudi Arabian Grand Prix,2024-03-09,17:00:00,2024-03-07,13:30:00,2024-03-07,17:00:00,2024-03-08,13:30:00,2024-03-08,17:00:00,\N,\N,1,1,36,21:03:38,20.170,20170,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26314,131,44,8,9,9,9,2.0,50,+47.391,4890664,38,2,1:31.746,242.260,1,1
21,1123,2024,3,1,Australian Grand Prix,2024-03-24,04:00:00,2024-03-22,01:30:00,2024-03-22,05:00:00,2024-03-23,01:30:00,2024-03-23,05:00:00,\N,\N,1,1,7,15:13:04,17.596,17596,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26343,131,44,11,\N,R,18,0.0,15,\N,\N,11,18,1:22.444,230.469,5,1
22,1124,2024,4,22,Japanese Grand Prix,2024-04-07,05:00:00,2024-04-05,02:30:00,2024-04-05,06:00:00,2024-04-06,02:30:00,2024-04-06,06:00:00,\N,\N,1,1,1,14:06:12,26:20.696,1580696,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26353,131,44,7,9,9,9,2.0,53,+48.626,6912192,41,4,1:33.952,222.509,1,3
23,1124,2024,4,22,Japanese Grand Prix,2024-04-07,05:00:00,2024-04-05,02:30:00,2024-04-05,06:00:00,2024-04-06,02:30:00,2024-04-06,06:00:00,\N,\N,1,2,23,15:10:21,23.333,23333,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26353,131,44,7,9,9,9,2.0,53,+48.626,6912192,41,4,1:33.952,222.509,1,3
24,1124,2024,4,22,Japanese Grand Prix,2024-04-07,05:00:00,2024-04-05,02:30:00,2024-04-05,06:00:00,2024-04-06,02:30:00,2024-04-06,06:00:00,\N,\N,1,3,39,15:36:25,23.956,23956,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26353,131,44,7,9,9,9,2.0,53,+48.626,6912192,41,4,1:33.952,222.509,1,3
25,1125,2024,5,17,Chinese Grand Prix,2024-04-21,07:00:00,2024-04-19,03:30:00,2024-04-19,07:30:00,\N,\N,2024-04-20,07:00:00,2024-04-20,03:00:00,1,1,9,15:19:19,22.518,22518,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26373,131,44,18,9,9,9,2.0,56,+57.986,6110540,34,14,1:40.835,194.610,1,2
26,1125,2024,5,17,Chinese Grand Prix,2024-04-21,07:00:00,2024-04-19,03:30:00,2024-04-19,07:30:00,\N,\N,2024-04-20,07:00:00,2024-04-20,03:00:00,1,2,21,15:40:23,22.662,22662,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26373,131,44,18,9,9,9,2.0,56,+57.986,6110540,34,14,1:40.835,194.610,1,2
27,1126,2024,6,79,Miami Grand Prix,2024-05-05,20:00:00,2024-05-03,16:30:00,2024-05-03,20:30:00,\N,\N,2024-05-04,20:00:00,2024-05-04,16:00:00,1,1,26,16:44:23,22.107,22107,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26390,131,44,8,6,6,6,8.0,57,+16.585,5466461,54,7,1:31.233,213.554,1,1
28,1127,2024,7,21,Emilia Romagna Grand Prix,2024-05-19,13:00:00,2024-05-17,11:30:00,2024-05-17,15:00:00,2024-05-18,10:30:00,2024-05-18,14:00:00,\N,\N,1,1,27,15:40:14,29.547,29547,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26410,131,44,8,6,6,6,8.0,63,+35.104,5160356,43,8,1:20.331,219.994,1,1
29,1128,2024,8,6,Monaco Grand Prix,2024-05-26,13:00:00,2024-05-24,11:30:00,2024-05-24,15:00:00,2024-05-25,10:30:00,2024-05-25,14:00:00,\N,\N,1,1,1,15:05:00,39:35.369,2375369,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26431,131,44,7,7,7,7,7.0,78,+14.908,8610462,\N,0,\N,\N,1,51
30,1128,2024,8,6,Monaco Grand Prix,2024-05-26,13:00:00,2024-05-24,11:30:00,2024-05-24,15:00:00,2024-05-25,10:30:00,2024-05-25,14:00:00,\N,\N,1,51,2,16:52:10,24.232,24232,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26431,131,44,7,7,7,7,7.0,78,+14.908,8610462,\N,0,\N,\N,1,51
31,1129,2024,9,7,Canadian Grand Prix,2024-06-09,18:00:00,2024-06-07,17:30:00,2024-06-07,21:00:00,2024-06-08,16:30:00,2024-06-08,20:00:00,\N,\N,1,1,25,14:41:13,23.762,23762,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26448,131,44,7,4,4,4,13.0,70,+4.915,6352842,70,1,1:14.856,209.730,1,3
32,1129,2024,9,7,Canadian Grand Prix,2024-06-09,18:00:00,2024-06-07,17:30:00,2024-06-07,21:00:00,2024-06-08,16:30:00,2024-06-08,20:00:00,\N,\N,1,2,43,15:09:46,24.226,24226,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26448,131,44,7,4,4,4,13.0,70,+4.915,6352842,70,1,1:14.856,209.730,1,3
33,1129,2024,9,7,Canadian Grand Prix,2024-06-09,18:00:00,2024-06-07,17:30:00,2024-06-07,21:00:00,2024-06-08,16:30:00,2024-06-08,20:00:00,\N,\N,1,3,54,15:25:24,28.817,28817,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,26448,131,44,7,4,4,4,13.0,70,+4.915,6352842,70,1,1:14.856,209.730,1,3
34,1121,2024,1,3,Bahrain Grand Prix,2024-03-02,15:00:00,2024-02-29,11:30:00,2024-02-29,15:00:00,2024-03-01,12:30:00,2024-03-01,16:00:00,\N,\N,815,1,12,18:23:16,24.516,24516,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26287,9,11,5,2,2,2,18.0,57,+22.457,5527199,40,4,1:34.364,206.468,1,2
35,1121,2024,1,3,Bahrain Grand Prix,2024-03-02,15:00:00,2024-02-29,11:30:00,2024-02-29,15:00:00,2024-03-01,12:30:00,2024-03-01,16:00:00,\N,\N,815,2,36,19:02:12,24.563,24563,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26287,9,11,5,2,2,2,18.0,57,+22.457,5527199,40,4,1:34.364,206.468,1,2
36,1122,2024,2,77,Saudi Arabian Grand Prix,2024-03-09,17:00:00,2024-03-07,13:30:00,2024-03-07,17:00:00,2024-03-08,13:30:00,2024-03-08,17:00:00,\N,\N,815,1,7,20:15:30,22.196,22196,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26307,9,11,3,2,2,2,18.0,50,+13.6431,4862704,37,8,1:32.273,240.876,1,1
37,1123,2024,3,1,Australian Grand Prix,2024-03-24,04:00:00,2024-03-22,01:30:00,2024-03-22,05:00:00,2024-03-23,01:30:00,2024-03-23,05:00:00,\N,\N,815,1,14,15:22:45,18.112,18112,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26330,9,11,6,5,5,5,10.0,58,+56.309,4883152,47,6,1:20.388,236.363,1,2
38,1123,2024,3,1,Australian Grand Prix,2024-03-24,04:00:00,2024-03-22,01:30:00,2024-03-22,05:00:00,2024-03-23,01:30:00,2024-03-23,05:00:00,\N,\N,815,2,35,15:52:18,17.222,17222,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26330,9,11,6,5,5,5,10.0,58,+56.309,4883152,47,6,1:20.388,236.363,1,2
39,1124,2024,4,22,Japanese Grand Prix,2024-04-07,05:00:00,2024-04-05,02:30:00,2024-04-05,06:00:00,2024-04-06,02:30:00,2024-04-06,06:00:00,\N,\N,815,1,1,14:05:52,26:17.661,1577661,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26346,9,11,2,2,2,2,18.0,53,+12.535,6876101,35,3,1:33.945,222.525,1,3
40,1124,2024,4,22,Japanese Grand Prix,2024-04-07,05:00:00,2024-04-05,02:30:00,2024-04-05,06:00:00,2024-04-06,02:30:00,2024-04-06,06:00:00,\N,\N,815,2,15,14:56:51,22.990,22990,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26346,9,11,2,2,2,2,18.0,53,+12.535,6876101,35,3,1:33.945,222.525,1,3
41,1124,2024,4,22,Japanese Grand Prix,2024-04-07,05:00:00,2024-04-05,02:30:00,2024-04-05,06:00:00,2024-04-06,02:30:00,2024-04-06,06:00:00,\N,\N,815,3,33,15:26:18,22.956,22956,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26346,9,11,2,2,2,2,18.0,53,+12.535,6876101,35,3,1:33.945,222.525,1,3
42,1125,2024,5,17,Chinese Grand Prix,2024-04-21,07:00:00,2024-04-19,03:30:00,2024-04-19,07:30:00,\N,\N,2024-04-20,07:00:00,2024-04-20,03:00:00,815,1,13,15:25:43,22.027,22027,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26367,9,11,2,3,3,3,15.0,56,+19.160,6071714,33,7,1:39.388,197.444,1,2
43,1125,2024,5,17,Chinese Grand Prix,2024-04-21,07:00:00,2024-04-19,03:30:00,2024-04-19,07:30:00,\N,\N,2024-04-20,07:00:00,2024-04-20,03:00:00,815,2,23,15:44:03,22.371,22371,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26367,9,11,2,3,3,3,15.0,56,+19.160,6071714,33,7,1:39.388,197.444,1,2
44,1126,2024,6,79,Miami Grand Prix,2024-05-05,20:00:00,2024-05-03,16:30:00,2024-05-03,20:30:00,\N,\N,2024-05-04,20:00:00,2024-05-04,16:00:00,815,1,17,16:29:57,21.695,21695,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26388,9,11,4,4,4,4,12.0,57,+14.650,5464526,55,3,1:30.855,214.442,1,2
45,1126,2024,6,79,Miami Grand Prix,2024-05-05,20:00:00,2024-05-03,16:30:00,2024-05-03,20:30:00,\N,\N,2024-05-04,20:00:00,2024-05-04,16:00:00,815,2,28,16:47:40,22.396,22396,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26388,9,11,4,4,4,4,12.0,57,+14.650,5464526,55,3,1:30.855,214.442,1,2
46,1127,2024,7,21,Emilia Romagna Grand Prix,2024-05-19,13:00:00,2024-05-17,11:30:00,2024-05-17,15:00:00,2024-05-18,10:30:00,2024-05-18,14:00:00,\N,\N,815,1,37,15:54:16,29.669,29669,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26412,9,11,11,8,8,8,4.0,63,+54.776,5180028,52,3,1:19.686,221.775,1,1
47,1129,2024,9,7,Canadian Grand Prix,2024-06-09,18:00:00,2024-06-07,17:30:00,2024-06-07,21:00:00,2024-06-08,16:30:00,2024-06-08,20:00:00,\N,\N,815,1,25,14:42:09,33.762,33762,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26462,9,11,16,\N,R,18,0.0,51,\N,\N,51,16,1:18.819,199.185,3,2
48,1129,2024,9,7,Canadian Grand Prix,2024-06-09,18:00:00,2024-06-07,17:30:00,2024-06-07,21:00:00,2024-06-08,16:30:00,2024-06-08,20:00:00,\N,\N,815,2,43,15:10:12,24.423,24423,perez,PER,Sergio,Pérez,1990-01-26,Mexican,26462,9,11,16,\N,R,18,0.0,51,\N,\N,51,16,1:18.819,199.185,3,2
49,1121,2024,1,3,Bahrain Grand Prix,2024-03-02,15:00:00,2024-02-29,11:30:00,2024-02-29,15:00:00,2024-03-01,12:30:00,2024-03-01,16:00:00,\N,\N,817,1,13,18:25:17,24.988,24988,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,26298,215,3,14,13,13,13,0.0,56,\N,\N,37,13,1:35.163,204.735,11,2
50,1121,2024,1,3,Bahrain Grand Prix,2024-03-02,15:00:00,2024-02-29,11:30:00,2024-02-29,15:00:00,2024-03-01,12:30:00,2024-03-01,16:00:00,\N,\N,817,2,35,19:01:34,24.856,24856,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,26298,215,3,14,13,13,13,0.0,56,\N,\N,37,13,1:35.163,204.735,11,2
51,1122,2024,2,77,Saudi Arabian Grand Prix,2024-03-09,17:00:00,2024-03-07,13:30:00,2024-03-07,17:00:00,2024-03-08,13:30:00,2024-03-08,17:00:00,\N,\N,817,1,7,20:15:57,1:03.364,63364,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,26321,215,3,14,16,16,16,0.0,49,\N,\N,47,16,1:33.323,238.166,11,1
52,1123,2024,3,1,Australian Grand Prix,2024-03-24,04:00:00,2024-03-22,01:30:00,2024-03-22,05:00:00,2024-03-23,01:30:00,2024-03-23,05:00:00,\N,\N,817,1,5,15:10:25,18.265,18265,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,26337,215,3,18,12,12,12,0.0,57,\N,\N,46,13,1:21.239,233.887,11,2
53,1123,2024,3,1,Australian Grand Prix,2024-03-24,04:00:00,2024-03-22,01:30:00,2024-03-22,05:00:00,2024-03-23,01:30:00,2024-03-23,05:00:00,\N,\N,817,2,29,15:44:29,17.751,17751,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,26337,215,3,18,12,12,12,0.0,57,\N,\N,46,13,1:21.239,233.887,11,2
54,1125,2024,5,17,Chinese Grand Prix,2024-04-21,07:00:00,2024-04-19,03:30:00,2024-04-19,07:30:00,\N,\N,2024-04-20,07:00:00,2024-04-20,03:00:00,817,1,14,15:27:53,22.598,22598,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,26382,215,3,12,\N,R,18,0.0,33,\N,\N,16,16,1:40.994,194.304,31,1
55,1126,2024,6,79,Miami Grand Prix,2024-05-05,20:00:00,2024-05-03,16:30:00,2024-05-03,20:30:00,\N,\N,2024-05-04,20:00:00,2024-05-04,16:00:00,817,1,28,16:48:05,22.540,22540,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,26399,215,3,20,15,15,15,0.0,57,+50.956,5500832,57,19,1:32.122,211.493,1,1
56,1127,2024,7,21,Emilia Romagna Grand Prix,2024-05-19,13:00:00,2024-05-17,11:30:00,2024-05-17,15:00:00,2024-05-18,10:30:00,2024-05-18,14:00:00,\N,\N,817,1,11,15:18:29,30.068,30068,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,26417,215,3,9,13,13,13,0.0,62,\N,\N,13,19,1:21.569,216.655,11,1
57,1128,2024,8,6,Monaco Grand Prix,2024-05-26,13:00:00,2024-05-24,11:30:00,2024-05-24,15:00:00,2024-05-25,10:30:00,2024-05-25,14:00:00,\N,\N,817,1,1,15:05:13,39:45.823,2385823,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,26436,215,3,12,12,12,12,0.0,76,\N,\N,\N,0,\N,\N,12,1
58,1129,2024,9,7,Canadian Grand Prix,2024-06-09,18:00:00,2024-06-07,17:30:00,2024-06-07,21:00:00,2024-06-08,16:30:00,2024-06-08,20:00:00,\N,\N,817,1,26,14:43:37,30.298,30298,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,26452,215,3,5,8,8,8,4.0,70,+28.672,6376599,68,12,1:17.076,203.689,1,2
59,1129,2024,9,7,Canadian Grand Prix,2024-06-09,18:00:00,2024-06-07,17:30:00,2024-06-07,21:00:00,2024-06-08,16:30:00,2024-06-08,20:00:00,\N,\N,817,2,43,15:10:10,23.860,23860,ricciardo,RIC,Daniel,Ricciardo,1989-07-01,Australian,26452,215,3,5,8,8,8,4.0,70,+28.672,6376599,68,12,1:17.076,203.689,1,2
60,1121,2024,1,3,Bahrain Grand Prix,2024-03-02,15:00:00,2024-02-29,11:30:00,2024-02-29,15:00:00,2024-03-01,12:30:00,2024-03-01,16:00:00,\N,\N,807,1,1,18:05:33,36.604,36604,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,26301,210,27,10,16,16,16,0.0,56,\N,\N,46,10,1:34.834,205.445,11,3
61,1121,2024,1,3,Bahrain Grand Prix,2024-03-02,15:00:00,2024-02-29,11:30:00,2024-02-29,15:00:00,2024-03-01,12:30:00,2024-03-01,16:00:00,\N,\N,807,2,20,18:37:08,24.768,24768,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,26301,210,27,10,16,16,16,0.0,56,\N,\N,46,10,1:34.834,205.445,11,3
62,1121,2024,1,3,Bahrain Grand Prix,2024-03-02,15:00:00,2024-02-29,11:30:00,2024-02-29,15:00:00,2024-03-01,12:30:00,2024-03-01,16:00:00,\N,\N,807,3,41,19:11:29,24.387,24387,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,26301,210,27,10,16,16,16,0.0,56,\N,\N,46,10,1:34.834,205.445,11,3
63,1122,2024,2,77,Saudi Arabian Grand Prix,2024-03-09,17:00:00,2024-03-07,13:30:00,2024-03-07,17:00:00,2024-03-08,13:30:00,2024-03-08,17:00:00,\N,\N,807,1,33,20:59:21,21.035,21035,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,26315,210,27,15,10,10,10,1.0,50,+1:16.996,4920269,49,12,1:32.366,240.633,1,1
64,1123,2024,3,1,Australian Grand Prix,2024-03-24,04:00:00,2024-03-22,01:30:00,2024-03-22,05:00:00,2024-03-23,01:30:00,2024-03-23,05:00:00,\N,\N,807,1,17,15:27:28,18.320,18320,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,26334,210,27,16,9,9,9,2.0,58,+1:44.553,4931396,46,12,1:21.145,234.158,1,2
65,1123,2024,3,1,Australian Grand Prix,2024-03-24,04:00:00,2024-03-22,01:30:00,2024-03-22,05:00:00,2024-03-23,01:30:00,2024-03-23,05:00:00,\N,\N,807,2,35,15:52:40,18.145,18145,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,26334,210,27,16,9,9,9,2.0,58,+1:44.553,4931396,46,12,1:21.145,234.158,1,2
66,1124,2024,4,22,Japanese Grand Prix,2024-04-07,05:00:00,2024-04-05,02:30:00,2024-04-05,06:00:00,2024-04-06,02:30:00,2024-04-06,06:00:00,\N,\N,807,1,1,14:06:21,26:20.886,1580886,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,26355,210,27,12,11,11,11,0.0,52,\N,\N,52,11,1:35.325,219.304,11,3
67,1124,2024,4,22,Japanese Grand Prix,2024-04-07,05:00:00,2024-04-05,02:30:00,2024-04-05,06:00:00,2024-04-06,02:30:00,2024-04-06,06:00:00,\N,\N,807,2,5,14:40:46,23.622,23622,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,26355,210,27,12,11,11,11,0.0,52,\N,\N,52,11,1:35.325,219.304,11,3
68,1124,2024,4,22,Japanese Grand Prix,2024-04-07,05:00:00,2024-04-05,02:30:00,2024-04-05,06:00:00,2024-04-06,02:30:00,2024-04-06,06:00:00,\N,\N,807,3,33,15:27:22,23.993,23993,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,26355,210,27,12,11,11,11,0.0,52,\N,\N,52,11,1:35.325,219.304,11,3
69,1125,2024,5,17,Chinese Grand Prix,2024-04-21,07:00:00,2024-04-19,03:30:00,2024-04-19,07:30:00,\N,\N,2024-04-20,07:00:00,2024-04-20,03:00:00,807,1,8,15:17:30,23.004,23004,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,26374,210,27,9,10,10,10,1.0,56,+1:00.476,6113030,32,13,1:40.815,194.649,1,2
70,1125,2024,5,17,Chinese Grand Prix,2024-04-21,07:00:00,2024-04-19,03:30:00,2024-04-19,07:30:00,\N,\N,2024-04-20,07:00:00,2024-04-20,03:00:00,807,2,23,15:44:41,23.336,23336,hulkenberg,HUL,Nico,Hülkenberg,1987-08-19,German,26374,210,27,9,10,10,10,1.0,56,+1:00.476,6113030,32,13,1:40.815,194.649,1,2
